,cell_type,sex,ann_finest_level,count
5012,tracheobronchial smooth muscle cell,female,Goblet (subsegmental),0
5013,tracheobronchial smooth muscle cell,female,AT0,0
5014,tracheobronchial smooth muscle cell,female,pre-TB secretory,0
5015,tracheobronchial smooth muscle cell,female,Ionocyte,0
5016,tracheobronchial smooth muscle cell,female,Tuft,0
5017,tracheobronchial smooth muscle cell,female,Neuroendocrine,0
5018,tracheobronchial smooth muscle cell,female,SMG serous (nasal),0
5019,tracheobronchial smooth muscle cell,female,SMG serous (bronchial),0
5020,tracheobronchial smooth muscle cell,female,SMG mucous,0
5021,tracheobronchial smooth muscle cell,female,SMG duct,0
5022,tracheobronchial smooth muscle cell,female,AT1,0
5023,tracheobronchial smooth muscle cell,female,AT2,0
5024,tracheobronchial smooth muscle cell,female,AT2 proliferating,0
5025,tracheobronchial smooth muscle cell,female,EC arterial,0
5026,tracheobronchial smooth muscle cell,female,EC aerocyte capillary,0
5027,tracheobronchial smooth muscle cell,female,EC general capillary,0
5028,tracheobronchial smooth muscle cell,female,EC venous systemic,0
5029,tracheobronchial smooth muscle cell,female,EC venous pulmonary,0
5030,tracheobronchial smooth muscle cell,female,Lymphatic EC mature,0
5031,tracheobronchial smooth muscle cell,female,Lymphatic EC proliferating,0
5032,tracheobronchial smooth muscle cell,female,Lymphatic EC differentiating,0
5033,tracheobronchial smooth muscle cell,female,Peribronchial fibroblasts,0
5034,tracheobronchial smooth muscle cell,female,Adventitial fibroblasts,0
5035,tracheobronchial smooth muscle cell,female,Alveolar fibroblasts,0
5036,tracheobronchial smooth muscle cell,female,Pericytes,0
5037,tracheobronchial smooth muscle cell,female,Subpleural fibroblasts,0
5038,tracheobronchial smooth muscle cell,female,Myofibroblasts,0
5039,tracheobronchial smooth muscle cell,female,Smooth muscle,1411
5040,tracheobronchial smooth muscle cell,female,Smooth muscle FAM83D+,0
5041,tracheobronchial smooth muscle cell,female,SM activated stress response,0
5042,tracheobronchial smooth muscle cell,female,Mesothelium,0
5043,tracheobronchial smooth muscle cell,female,Hematopoietic stem cells,0
5044,tracheobronchial smooth muscle cell,female,B cells,0
5045,tracheobronchial smooth muscle cell,female,Plasma cells,0
5046,tracheobronchial smooth muscle cell,female,CD4 T cells,0
5047,tracheobronchial smooth muscle cell,female,CD8 T cells,0
5048,tracheobronchial smooth muscle cell,female,T cells proliferating,0
5049,tracheobronchial smooth muscle cell,female,NK cells,0
5050,tracheobronchial smooth muscle cell,female,DC1,0
5051,tracheobronchial smooth muscle cell,female,DC2,0
5052,tracheobronchial smooth muscle cell,female,Migratory DCs,0
5053,tracheobronchial smooth muscle cell,female,Plasmacytoid DCs,0
5054,tracheobronchial smooth muscle cell,female,Alveolar macrophages,0
5055,tracheobronchial smooth muscle cell,female,Alveolar Mph CCL3+,0
5056,tracheobronchial smooth muscle cell,female,Alveolar Mph MT-positive,0
5057,tracheobronchial smooth muscle cell,female,Alveolar Mph proliferating,0
5058,tracheobronchial smooth muscle cell,female,Monocyte-derived Mph,0
5059,tracheobronchial smooth muscle cell,female,Interstitial Mph perivascular,0
5060,tracheobronchial smooth muscle cell,female,Classical monocytes,0
5061,tracheobronchial smooth muscle cell,female,Non-classical monocytes,0
5062,tracheobronchial smooth muscle cell,female,Mast cells,0
5063,tracheobronchial smooth muscle cell,male,Basal resting,0
5064,tracheobronchial smooth muscle cell,male,Suprabasal,0
5065,tracheobronchial smooth muscle cell,male,Hillock-like,0
5066,tracheobronchial smooth muscle cell,male,Deuterosomal,0
5067,tracheobronchial smooth muscle cell,male,Multiciliated (nasal),0
5068,tracheobronchial smooth muscle cell,male,Multiciliated (non-nasal),0
5069,tracheobronchial smooth muscle cell,male,Club (non-nasal),0
5070,tracheobronchial smooth muscle cell,male,Club (nasal),0
5071,tracheobronchial smooth muscle cell,male,Goblet (nasal),0
5072,tracheobronchial smooth muscle cell,male,Goblet (bronchial),0
5073,tracheobronchial smooth muscle cell,male,Goblet (subsegmental),0
5074,tracheobronchial smooth muscle cell,male,AT0,0
5075,tracheobronchial smooth muscle cell,male,pre-TB secretory,0
5076,tracheobronchial smooth muscle cell,male,Ionocyte,0
5077,tracheobronchial smooth muscle cell,male,Tuft,0
5078,tracheobronchial smooth muscle cell,male,Neuroendocrine,0
5079,tracheobronchial smooth muscle cell,male,SMG serous (nasal),0
5080,tracheobronchial smooth muscle cell,male,SMG serous (bronchial),0
5081,tracheobronchial smooth muscle cell,male,SMG mucous,0
5082,tracheobronchial smooth muscle cell,male,SMG duct,0
5083,tracheobronchial smooth muscle cell,male,AT1,0
5084,tracheobronchial smooth muscle cell,male,AT2,0
5085,tracheobronchial smooth muscle cell,male,AT2 proliferating,0
5086,tracheobronchial smooth muscle cell,male,EC arterial,0
5087,tracheobronchial smooth muscle cell,male,EC aerocyte capillary,0
5088,tracheobronchial smooth muscle cell,male,EC general capillary,0
5089,tracheobronchial smooth muscle cell,male,EC venous systemic,0
5090,tracheobronchial smooth muscle cell,male,EC venous pulmonary,0
5091,tracheobronchial smooth muscle cell,male,Lymphatic EC mature,0
5092,tracheobronchial smooth muscle cell,male,Lymphatic EC proliferating,0
5093,tracheobronchial smooth muscle cell,male,Lymphatic EC differentiating,0
5094,tracheobronchial smooth muscle cell,male,Peribronchial fibroblasts,0
5095,tracheobronchial smooth muscle cell,male,Adventitial fibroblasts,0
5096,tracheobronchial smooth muscle cell,male,Alveolar fibroblasts,0
5097,tracheobronchial smooth muscle cell,male,Pericytes,0
5098,tracheobronchial smooth muscle cell,male,Subpleural fibroblasts,0
5099,tracheobronchial smooth muscle cell,male,Myofibroblasts,0
5100,tracheobronchial smooth muscle cell,male,Smooth muscle,1585
5101,tracheobronchial smooth muscle cell,male,Smooth muscle FAM83D+,0
5102,tracheobronchial smooth muscle cell,male,SM activated stress response,0
5103,tracheobronchial smooth muscle cell,male,Mesothelium,0
5104,tracheobronchial smooth muscle cell,male,Hematopoietic stem cells,0
5105,tracheobronchial smooth muscle cell,male,B cells,0
5106,tracheobronchial smooth muscle cell,male,Plasma cells,0
5107,tracheobronchial smooth muscle cell,male,CD4 T cells,0
5108,tracheobronchial smooth muscle cell,male,CD8 T cells,0
5109,tracheobronchial smooth muscle cell,male,T cells proliferating,0
5110,tracheobronchial smooth muscle cell,male,NK cells,0
5111,tracheobronchial smooth muscle cell,male,DC1,0
5112,tracheobronchial smooth muscle cell,male,DC2,0
5113,tracheobronchial smooth muscle cell,male,Migratory DCs,0
5114,tracheobronchial smooth muscle cell,male,Plasmacytoid DCs,0
5115,tracheobronchial smooth muscle cell,male,Alveolar macrophages,0
5116,tracheobronchial smooth muscle cell,male,Alveolar Mph CCL3+,0
5117,tracheobronchial smooth muscle cell,male,Alveolar Mph MT-positive,0
5118,tracheobronchial smooth muscle cell,male,Alveolar Mph proliferating,0
5119,tracheobronchial smooth muscle cell,male,Monocyte-derived Mph,0
5120,tracheobronchial smooth muscle cell,male,Interstitial Mph perivascular,0
5121,tracheobronchial smooth muscle cell,male,Classical monocytes,0
5122,tracheobronchial smooth muscle cell,male,Non-classical monocytes,0
5123,tracheobronchial smooth muscle cell,male,Mast cells,0
5124,lung neuroendocrine cell,female,Basal resting,0
5125,lung neuroendocrine cell,female,Suprabasal,0
5126,lung neuroendocrine cell,female,Hillock-like,0
5127,lung neuroendocrine cell,female,Deuterosomal,0
5128,lung neuroendocrine cell,female,Multiciliated (nasal),0
5129,lung neuroendocrine cell,female,Multiciliated (non-nasal),0
5130,lung neuroendocrine cell,female,Club (non-nasal),0
5131,lung neuroendocrine cell,female,Club (nasal),0
5132,lung neuroendocrine cell,female,Goblet (nasal),0
5133,lung neuroendocrine cell,female,Goblet (bronchial),0
5134,lung neuroendocrine cell,female,Goblet (subsegmental),0
5135,lung neuroendocrine cell,female,AT0,0
5136,lung neuroendocrine cell,female,pre-TB secretory,0
5137,lung neuroendocrine cell,female,Ionocyte,0
5138,lung neuroendocrine cell,female,Tuft,0
5139,lung neuroendocrine cell,female,Neuroendocrine,73
5140,lung neuroendocrine cell,female,SMG serous (nasal),0
5141,lung neuroendocrine cell,female,SMG serous (bronchial),0
5142,lung neuroendocrine cell,female,SMG mucous,0
5143,lung neuroendocrine cell,female,SMG duct,0
5144,lung neuroendocrine cell,female,AT1,0
5145,lung neuroendocrine cell,female,AT2,0
5146,lung neuroendocrine cell,female,AT2 proliferating,0
5147,lung neuroendocrine cell,female,EC arterial,0
5148,lung neuroendocrine cell,female,EC aerocyte capillary,0
5149,lung neuroendocrine cell,female,EC general capillary,0
5150,lung neuroendocrine cell,female,EC venous systemic,0
5151,lung neuroendocrine cell,female,EC venous pulmonary,0
5152,lung neuroendocrine cell,female,Lymphatic EC mature,0
5153,lung neuroendocrine cell,female,Lymphatic EC proliferating,0
5154,lung neuroendocrine cell,female,Lymphatic EC differentiating,0
5155,lung neuroendocrine cell,female,Peribronchial fibroblasts,0
5156,lung neuroendocrine cell,female,Adventitial fibroblasts,0
5157,lung neuroendocrine cell,female,Alveolar fibroblasts,0
5158,lung neuroendocrine cell,female,Pericytes,0
5159,lung neuroendocrine cell,female,Subpleural fibroblasts,0
5160,lung neuroendocrine cell,female,Myofibroblasts,0
5161,lung neuroendocrine cell,female,Smooth muscle,0
5162,lung neuroendocrine cell,female,Smooth muscle FAM83D+,0
5163,lung neuroendocrine cell,female,SM activated stress response,0
5164,lung neuroendocrine cell,female,Mesothelium,0
5165,lung neuroendocrine cell,female,Hematopoietic stem cells,0
5166,lung neuroendocrine cell,female,B cells,0
5167,lung neuroendocrine cell,female,Plasma cells,0
5168,lung neuroendocrine cell,female,CD4 T cells,0
5169,lung neuroendocrine cell,female,CD8 T cells,0
5170,lung neuroendocrine cell,female,T cells proliferating,0
5171,lung neuroendocrine cell,female,NK cells,0
5172,lung neuroendocrine cell,female,DC1,0
5173,lung neuroendocrine cell,female,DC2,0
5174,lung neuroendocrine cell,female,Migratory DCs,0
5175,lung neuroendocrine cell,female,Plasmacytoid DCs,0
5176,lung neuroendocrine cell,female,Alveolar macrophages,0
5177,lung neuroendocrine cell,female,Alveolar Mph CCL3+,0
5178,lung neuroendocrine cell,female,Alveolar Mph MT-positive,0
5179,lung neuroendocrine cell,female,Alveolar Mph proliferating,0
5180,lung neuroendocrine cell,female,Monocyte-derived Mph,0
5181,lung neuroendocrine cell,female,Interstitial Mph perivascular,0
5182,lung neuroendocrine cell,female,Classical monocytes,0
5183,lung neuroendocrine cell,female,Non-classical monocytes,0
5184,lung neuroendocrine cell,female,Mast cells,0
5185,lung neuroendocrine cell,male,Basal resting,0
5186,lung neuroendocrine cell,male,Suprabasal,0
5187,lung neuroendocrine cell,male,Hillock-like,0
5188,lung neuroendocrine cell,male,Deuterosomal,0
5189,lung neuroendocrine cell,male,Multiciliated (nasal),0
5190,lung neuroendocrine cell,male,Multiciliated (non-nasal),0
5191,lung neuroendocrine cell,male,Club (non-nasal),0
5192,lung neuroendocrine cell,male,Club (nasal),0
5193,lung neuroendocrine cell,male,Goblet (nasal),0
5194,lung neuroendocrine cell,male,Goblet (bronchial),0
5195,lung neuroendocrine cell,male,Goblet (subsegmental),0
5196,lung neuroendocrine cell,male,AT0,0
5197,lung neuroendocrine cell,male,pre-TB secretory,0
5198,lung neuroendocrine cell,male,Ionocyte,0
5199,lung neuroendocrine cell,male,Tuft,0
5200,lung neuroendocrine cell,male,Neuroendocrine,86
5201,lung neuroendocrine cell,male,SMG serous (nasal),0
5202,lung neuroendocrine cell,male,SMG serous (bronchial),0
5203,lung neuroendocrine cell,male,SMG mucous,0
5204,lung neuroendocrine cell,male,SMG duct,0
5205,lung neuroendocrine cell,male,AT1,0
5206,lung neuroendocrine cell,male,AT2,0
5207,lung neuroendocrine cell,male,AT2 proliferating,0
5208,lung neuroendocrine cell,male,EC arterial,0
5209,lung neuroendocrine cell,male,EC aerocyte capillary,0
5210,lung neuroendocrine cell,male,EC general capillary,0
5211,lung neuroendocrine cell,male,EC venous systemic,0
5212,lung neuroendocrine cell,male,EC venous pulmonary,0
5213,lung neuroendocrine cell,male,Lymphatic EC mature,0
5214,lung neuroendocrine cell,male,Lymphatic EC proliferating,0
5215,lung neuroendocrine cell,male,Lymphatic EC differentiating,0
5216,lung neuroendocrine cell,male,Peribronchial fibroblasts,0
5217,lung neuroendocrine cell,male,Adventitial fibroblasts,0
5218,lung neuroendocrine cell,male,Alveolar fibroblasts,0
5219,lung neuroendocrine cell,male,Pericytes,0
5220,lung neuroendocrine cell,male,Subpleural fibroblasts,0
5221,lung neuroendocrine cell,male,Myofibroblasts,0
5222,lung neuroendocrine cell,male,Smooth muscle,0
5223,lung neuroendocrine cell,male,Smooth muscle FAM83D+,0
5224,lung neuroendocrine cell,male,SM activated stress response,0
5225,lung neuroendocrine cell,male,Mesothelium,0
5226,lung neuroendocrine cell,male,Hematopoietic stem cells,0
5227,lung neuroendocrine cell,male,B cells,0
5228,lung neuroendocrine cell,male,Plasma cells,0
5229,lung neuroendocrine cell,male,CD4 T cells,0
5230,lung neuroendocrine cell,male,CD8 T cells,0
5231,lung neuroendocrine cell,male,T cells proliferating,0
5232,lung neuroendocrine cell,male,NK cells,0
5233,lung neuroendocrine cell,male,DC1,0
5234,lung neuroendocrine cell,male,DC2,0
5235,lung neuroendocrine cell,male,Migratory DCs,0
5236,lung neuroendocrine cell,male,Plasmacytoid DCs,0
5237,lung neuroendocrine cell,male,Alveolar macrophages,0
5238,lung neuroendocrine cell,male,Alveolar Mph CCL3+,0
5239,lung neuroendocrine cell,male,Alveolar Mph MT-positive,0
5240,lung neuroendocrine cell,male,Alveolar Mph proliferating,0
5241,lung neuroendocrine cell,male,Monocyte-derived Mph,0
5242,lung neuroendocrine cell,male,Interstitial Mph perivascular,0
5243,lung neuroendocrine cell,male,Classical monocytes,0
5244,lung neuroendocrine cell,male,Non-classical monocytes,0
5245,lung neuroendocrine cell,male,Mast cells,0
5246,bronchial goblet cell,female,Basal resting,0
5247,bronchial goblet cell,female,Suprabasal,0
5248,bronchial goblet cell,female,Hillock-like,0
5249,bronchial goblet cell,female,Deuterosomal,0
5250,bronchial goblet cell,female,Multiciliated (nasal),0
5251,bronchial goblet cell,female,Multiciliated (non-nasal),0
5252,bronchial goblet cell,female,Club (non-nasal),0
5253,bronchial goblet cell,female,Club (nasal),0
5254,bronchial goblet cell,female,Goblet (nasal),0
5255,bronchial goblet cell,female,Goblet (bronchial),521
5256,bronchial goblet cell,female,Goblet (subsegmental),0
5257,bronchial goblet cell,female,AT0,0
5258,bronchial goblet cell,female,pre-TB secretory,0
5259,bronchial goblet cell,female,Ionocyte,0
5260,bronchial goblet cell,female,Tuft,0
5261,bronchial goblet cell,female,Neuroendocrine,0
5262,bronchial goblet cell,female,SMG serous (nasal),0
5263,bronchial goblet cell,female,SMG serous (bronchial),0
5264,bronchial goblet cell,female,SMG mucous,0
5265,bronchial goblet cell,female,SMG duct,0
5266,bronchial goblet cell,female,AT1,0
5267,bronchial goblet cell,female,AT2,0
5268,bronchial goblet cell,female,AT2 proliferating,0
5269,bronchial goblet cell,female,EC arterial,0
5270,bronchial goblet cell,female,EC aerocyte capillary,0
5271,bronchial goblet cell,female,EC general capillary,0
5272,bronchial goblet cell,female,EC venous systemic,0
5273,bronchial goblet cell,female,EC venous pulmonary,0
5274,bronchial goblet cell,female,Lymphatic EC mature,0
5275,bronchial goblet cell,female,Lymphatic EC proliferating,0
5276,bronchial goblet cell,female,Lymphatic EC differentiating,0
5277,bronchial goblet cell,female,Peribronchial fibroblasts,0
5278,bronchial goblet cell,female,Adventitial fibroblasts,0
5279,bronchial goblet cell,female,Alveolar fibroblasts,0
5280,bronchial goblet cell,female,Pericytes,0
5281,bronchial goblet cell,female,Subpleural fibroblasts,0
5282,bronchial goblet cell,female,Myofibroblasts,0
5283,bronchial goblet cell,female,Smooth muscle,0
5284,bronchial goblet cell,female,Smooth muscle FAM83D+,0
5285,bronchial goblet cell,female,SM activated stress response,0
5286,bronchial goblet cell,female,Mesothelium,0
5287,bronchial goblet cell,female,Hematopoietic stem cells,0
5288,bronchial goblet cell,female,B cells,0
5289,bronchial goblet cell,female,Plasma cells,0
5290,bronchial goblet cell,female,CD4 T cells,0
5291,bronchial goblet cell,female,CD8 T cells,0
5292,bronchial goblet cell,female,T cells proliferating,0
5293,bronchial goblet cell,female,NK cells,0
5294,bronchial goblet cell,female,DC1,0
5295,bronchial goblet cell,female,DC2,0
5296,bronchial goblet cell,female,Migratory DCs,0
5297,bronchial goblet cell,female,Plasmacytoid DCs,0
5298,bronchial goblet cell,female,Alveolar macrophages,0
5299,bronchial goblet cell,female,Alveolar Mph CCL3+,0
5300,bronchial goblet cell,female,Alveolar Mph MT-positive,0
5301,bronchial goblet cell,female,Alveolar Mph proliferating,0
5302,bronchial goblet cell,female,Monocyte-derived Mph,0
5303,bronchial goblet cell,female,Interstitial Mph perivascular,0
5304,bronchial goblet cell,female,Classical monocytes,0
5305,bronchial goblet cell,female,Non-classical monocytes,0
5306,bronchial goblet cell,female,Mast cells,0
5307,bronchial goblet cell,male,Basal resting,0
5308,bronchial goblet cell,male,Suprabasal,0
5309,bronchial goblet cell,male,Hillock-like,0
5310,bronchial goblet cell,male,Deuterosomal,0
5311,bronchial goblet cell,male,Multiciliated (nasal),0
5312,bronchial goblet cell,male,Multiciliated (non-nasal),0
5313,bronchial goblet cell,male,Club (non-nasal),0
5314,bronchial goblet cell,male,Club (nasal),0
5315,bronchial goblet cell,male,Goblet (nasal),0
5316,bronchial goblet cell,male,Goblet (bronchial),1149
5317,bronchial goblet cell,male,Goblet (subsegmental),0
5318,bronchial goblet cell,male,AT0,0
5319,bronchial goblet cell,male,pre-TB secretory,0
5320,bronchial goblet cell,male,Ionocyte,0
5321,bronchial goblet cell,male,Tuft,0
5322,bronchial goblet cell,male,Neuroendocrine,0
5323,bronchial goblet cell,male,SMG serous (nasal),0
5324,bronchial goblet cell,male,SMG serous (bronchial),0
5325,bronchial goblet cell,male,SMG mucous,0
5326,bronchial goblet cell,male,SMG duct,0
5327,bronchial goblet cell,male,AT1,0
5328,bronchial goblet cell,male,AT2,0
5329,bronchial goblet cell,male,AT2 proliferating,0
5330,bronchial goblet cell,male,EC arterial,0
5331,bronchial goblet cell,male,EC aerocyte capillary,0
5332,bronchial goblet cell,male,EC general capillary,0
5333,bronchial goblet cell,male,EC venous systemic,0
5334,bronchial goblet cell,male,EC venous pulmonary,0
5335,bronchial goblet cell,male,Lymphatic EC mature,0
5336,bronchial goblet cell,male,Lymphatic EC proliferating,0
5337,bronchial goblet cell,male,Lymphatic EC differentiating,0
5338,bronchial goblet cell,male,Peribronchial fibroblasts,0
5339,bronchial goblet cell,male,Adventitial fibroblasts,0
5340,bronchial goblet cell,male,Alveolar fibroblasts,0
5341,bronchial goblet cell,male,Pericytes,0
5342,bronchial goblet cell,male,Subpleural fibroblasts,0
5343,bronchial goblet cell,male,Myofibroblasts,0
5344,bronchial goblet cell,male,Smooth muscle,0
5345,bronchial goblet cell,male,Smooth muscle FAM83D+,0
5346,bronchial goblet cell,male,SM activated stress response,0
5347,bronchial goblet cell,male,Mesothelium,0
5348,bronchial goblet cell,male,Hematopoietic stem cells,0
5349,bronchial goblet cell,male,B cells,0
5350,bronchial goblet cell,male,Plasma cells,0
5351,bronchial goblet cell,male,CD4 T cells,0
5352,bronchial goblet cell,male,CD8 T cells,0
5353,bronchial goblet cell,male,T cells proliferating,0
5354,bronchial goblet cell,male,NK cells,0
5355,bronchial goblet cell,male,DC1,0
5356,bronchial goblet cell,male,DC2,0
5357,bronchial goblet cell,male,Migratory DCs,0
5358,bronchial goblet cell,male,Plasmacytoid DCs,0
5359,bronchial goblet cell,male,Alveolar macrophages,0
5360,bronchial goblet cell,male,Alveolar Mph CCL3+,0
5361,bronchial goblet cell,male,Alveolar Mph MT-positive,0
5362,bronchial goblet cell,male,Alveolar Mph proliferating,0
5363,bronchial goblet cell,male,Monocyte-derived Mph,0
5364,bronchial goblet cell,male,Interstitial Mph perivascular,0
5365,bronchial goblet cell,male,Classical monocytes,0
5366,bronchial goblet cell,male,Non-classical monocytes,0
5367,bronchial goblet cell,male,Mast cells,0
5368,pulmonary artery endothelial cell,female,Basal resting,0
5369,pulmonary artery endothelial cell,female,Suprabasal,0
5370,pulmonary artery endothelial cell,female,Hillock-like,0
5371,pulmonary artery endothelial cell,female,Deuterosomal,0
5372,pulmonary artery endothelial cell,female,Multiciliated (nasal),0
5373,pulmonary artery endothelial cell,female,Multiciliated (non-nasal),0
5374,pulmonary artery endothelial cell,female,Club (non-nasal),0
5375,pulmonary artery endothelial cell,female,Club (nasal),0
5376,pulmonary artery endothelial cell,female,Goblet (nasal),0
5377,pulmonary artery endothelial cell,female,Goblet (bronchial),0
5378,pulmonary artery endothelial cell,female,Goblet (subsegmental),0
5379,pulmonary artery endothelial cell,female,AT0,0
5380,pulmonary artery endothelial cell,female,pre-TB secretory,0
5381,pulmonary artery endothelial cell,female,Ionocyte,0
5382,pulmonary artery endothelial cell,female,Tuft,0
5383,pulmonary artery endothelial cell,female,Neuroendocrine,0
5384,pulmonary artery endothelial cell,female,SMG serous (nasal),0
5385,pulmonary artery endothelial cell,female,SMG serous (bronchial),0
5386,pulmonary artery endothelial cell,female,SMG mucous,0
5387,pulmonary artery endothelial cell,female,SMG duct,0
5388,pulmonary artery endothelial cell,female,AT1,0
5389,pulmonary artery endothelial cell,female,AT2,0
5390,pulmonary artery endothelial cell,female,AT2 proliferating,0
5391,pulmonary artery endothelial cell,female,EC arterial,1552
5392,pulmonary artery endothelial cell,female,EC aerocyte capillary,0
5393,pulmonary artery endothelial cell,female,EC general capillary,0
5394,pulmonary artery endothelial cell,female,EC venous systemic,0
5395,pulmonary artery endothelial cell,female,EC venous pulmonary,0
5396,pulmonary artery endothelial cell,female,Lymphatic EC mature,0
5397,pulmonary artery endothelial cell,female,Lymphatic EC proliferating,0
5398,pulmonary artery endothelial cell,female,Lymphatic EC differentiating,0
5399,pulmonary artery endothelial cell,female,Peribronchial fibroblasts,0
5400,pulmonary artery endothelial cell,female,Adventitial fibroblasts,0
5401,pulmonary artery endothelial cell,female,Alveolar fibroblasts,0
5402,pulmonary artery endothelial cell,female,Pericytes,0
5403,pulmonary artery endothelial cell,female,Subpleural fibroblasts,0
5404,pulmonary artery endothelial cell,female,Myofibroblasts,0
5405,pulmonary artery endothelial cell,female,Smooth muscle,0
5406,pulmonary artery endothelial cell,female,Smooth muscle FAM83D+,0
5407,pulmonary artery endothelial cell,female,SM activated stress response,0
5408,pulmonary artery endothelial cell,female,Mesothelium,0
5409,pulmonary artery endothelial cell,female,Hematopoietic stem cells,0
5410,pulmonary artery endothelial cell,female,B cells,0
5411,pulmonary artery endothelial cell,female,Plasma cells,0
5412,pulmonary artery endothelial cell,female,CD4 T cells,0
5413,pulmonary artery endothelial cell,female,CD8 T cells,0
5414,pulmonary artery endothelial cell,female,T cells proliferating,0
5415,pulmonary artery endothelial cell,female,NK cells,0
5416,pulmonary artery endothelial cell,female,DC1,0
5417,pulmonary artery endothelial cell,female,DC2,0
5418,pulmonary artery endothelial cell,female,Migratory DCs,0
5419,pulmonary artery endothelial cell,female,Plasmacytoid DCs,0
5420,pulmonary artery endothelial cell,female,Alveolar macrophages,0
5421,pulmonary artery endothelial cell,female,Alveolar Mph CCL3+,0
5422,pulmonary artery endothelial cell,female,Alveolar Mph MT-positive,0
5423,pulmonary artery endothelial cell,female,Alveolar Mph proliferating,0
5424,pulmonary artery endothelial cell,female,Monocyte-derived Mph,0
5425,pulmonary artery endothelial cell,female,Interstitial Mph perivascular,0
5426,pulmonary artery endothelial cell,female,Classical monocytes,0
5427,pulmonary artery endothelial cell,female,Non-classical monocytes,0
5428,pulmonary artery endothelial cell,female,Mast cells,0
5429,pulmonary artery endothelial cell,male,Basal resting,0
5430,pulmonary artery endothelial cell,male,Suprabasal,0
5431,pulmonary artery endothelial cell,male,Hillock-like,0
5432,pulmonary artery endothelial cell,male,Deuterosomal,0
5433,pulmonary artery endothelial cell,male,Multiciliated (nasal),0
5434,pulmonary artery endothelial cell,male,Multiciliated (non-nasal),0
5435,pulmonary artery endothelial cell,male,Club (non-nasal),0
5436,pulmonary artery endothelial cell,male,Club (nasal),0
5437,pulmonary artery endothelial cell,male,Goblet (nasal),0
5438,pulmonary artery endothelial cell,male,Goblet (bronchial),0
5439,pulmonary artery endothelial cell,male,Goblet (subsegmental),0
5440,pulmonary artery endothelial cell,male,AT0,0
5441,pulmonary artery endothelial cell,male,pre-TB secretory,0
5442,pulmonary artery endothelial cell,male,Ionocyte,0
5443,pulmonary artery endothelial cell,male,Tuft,0
5444,pulmonary artery endothelial cell,male,Neuroendocrine,0
5445,pulmonary artery endothelial cell,male,SMG serous (nasal),0
5446,pulmonary artery endothelial cell,male,SMG serous (bronchial),0
5447,pulmonary artery endothelial cell,male,SMG mucous,0
5448,pulmonary artery endothelial cell,male,SMG duct,0
5449,pulmonary artery endothelial cell,male,AT1,0
5450,pulmonary artery endothelial cell,male,AT2,0
5451,pulmonary artery endothelial cell,male,AT2 proliferating,0
5452,pulmonary artery endothelial cell,male,EC arterial,5839
5453,pulmonary artery endothelial cell,male,EC aerocyte capillary,0
5454,pulmonary artery endothelial cell,male,EC general capillary,0
5455,pulmonary artery endothelial cell,male,EC venous systemic,0
5456,pulmonary artery endothelial cell,male,EC venous pulmonary,0
5457,pulmonary artery endothelial cell,male,Lymphatic EC mature,0
5458,pulmonary artery endothelial cell,male,Lymphatic EC proliferating,0
5459,pulmonary artery endothelial cell,male,Lymphatic EC differentiating,0
5460,pulmonary artery endothelial cell,male,Peribronchial fibroblasts,0
5461,pulmonary artery endothelial cell,male,Adventitial fibroblasts,0
5462,pulmonary artery endothelial cell,male,Alveolar fibroblasts,0
5463,pulmonary artery endothelial cell,male,Pericytes,0
5464,pulmonary artery endothelial cell,male,Subpleural fibroblasts,0
5465,pulmonary artery endothelial cell,male,Myofibroblasts,0
5466,pulmonary artery endothelial cell,male,Smooth muscle,0
5467,pulmonary artery endothelial cell,male,Smooth muscle FAM83D+,0
5468,pulmonary artery endothelial cell,male,SM activated stress response,0
5469,pulmonary artery endothelial cell,male,Mesothelium,0
5470,pulmonary artery endothelial cell,male,Hematopoietic stem cells,0
5471,pulmonary artery endothelial cell,male,B cells,0
5472,pulmonary artery endothelial cell,male,Plasma cells,0
5473,pulmonary artery endothelial cell,male,CD4 T cells,0
5474,pulmonary artery endothelial cell,male,CD8 T cells,0
5475,pulmonary artery endothelial cell,male,T cells proliferating,0
5476,pulmonary artery endothelial cell,male,NK cells,0
5477,pulmonary artery endothelial cell,male,DC1,0
5478,pulmonary artery endothelial cell,male,DC2,0
5479,pulmonary artery endothelial cell,male,Migratory DCs,0
5480,pulmonary artery endothelial cell,male,Plasmacytoid DCs,0
5481,pulmonary artery endothelial cell,male,Alveolar macrophages,0
5482,pulmonary artery endothelial cell,male,Alveolar Mph CCL3+,0
5483,pulmonary artery endothelial cell,male,Alveolar Mph MT-positive,0
5484,pulmonary artery endothelial cell,male,Alveolar Mph proliferating,0
5485,pulmonary artery endothelial cell,male,Monocyte-derived Mph,0
5486,pulmonary artery endothelial cell,male,Interstitial Mph perivascular,0
5487,pulmonary artery endothelial cell,male,Classical monocytes,0
5488,pulmonary artery endothelial cell,male,Non-classical monocytes,0
5489,pulmonary artery endothelial cell,male,Mast cells,0
5490,lung macrophage,female,Basal resting,0
5491,lung macrophage,female,Suprabasal,0
5492,lung macrophage,female,Hillock-like,0
5493,lung macrophage,female,Deuterosomal,0
5494,lung macrophage,female,Multiciliated (nasal),0
5495,lung macrophage,female,Multiciliated (non-nasal),0
5496,lung macrophage,female,Club (non-nasal),0
5497,lung macrophage,female,Club (nasal),0
