cell_type,ann_level_1,ann_level_5,0
epithelial cell of alveolus of lung,Immune,None,0
epithelial cell of alveolus of lung,Immune,SMG serous (bronchial),0
epithelial cell of alveolus of lung,Immune,SMG serous (nasal),0
epithelial cell of alveolus of lung,Immune,pre-TB secretory,0
epithelial cell of alveolus of lung,Stroma,AT0,0
epithelial cell of alveolus of lung,Stroma,Alveolar Mph CCL3+,0
epithelial cell of alveolus of lung,Stroma,Alveolar Mph MT-positive,0
epithelial cell of alveolus of lung,Stroma,Alveolar Mph proliferating,0
epithelial cell of alveolus of lung,Stroma,Club (nasal),0
epithelial cell of alveolus of lung,Stroma,Club (non-nasal),0
epithelial cell of alveolus of lung,Stroma,Goblet (bronchial),0
epithelial cell of alveolus of lung,Stroma,Goblet (nasal),0
epithelial cell of alveolus of lung,Stroma,Goblet (subsegmental),0
epithelial cell of alveolus of lung,Stroma,Interstitial Mph perivascular,0
epithelial cell of alveolus of lung,Stroma,Monocyte-derived Mph,0
epithelial cell of alveolus of lung,Stroma,Multiciliated (nasal),0
epithelial cell of alveolus of lung,Stroma,Multiciliated (non-nasal),0
epithelial cell of alveolus of lung,Stroma,None,0
epithelial cell of alveolus of lung,Stroma,SMG serous (bronchial),0
epithelial cell of alveolus of lung,Stroma,SMG serous (nasal),0
epithelial cell of alveolus of lung,Stroma,pre-TB secretory,0
tracheobronchial serous cell,Endothelial,AT0,0
tracheobronchial serous cell,Endothelial,Alveolar Mph CCL3+,0
tracheobronchial serous cell,Endothelial,Alveolar Mph MT-positive,0
tracheobronchial serous cell,Endothelial,Alveolar Mph proliferating,0
tracheobronchial serous cell,Endothelial,Club (nasal),0
tracheobronchial serous cell,Endothelial,Club (non-nasal),0
tracheobronchial serous cell,Endothelial,Goblet (bronchial),0
tracheobronchial serous cell,Endothelial,Goblet (nasal),0
tracheobronchial serous cell,Endothelial,Goblet (subsegmental),0
tracheobronchial serous cell,Endothelial,Interstitial Mph perivascular,0
tracheobronchial serous cell,Endothelial,Monocyte-derived Mph,0
tracheobronchial serous cell,Endothelial,Multiciliated (nasal),0
tracheobronchial serous cell,Endothelial,Multiciliated (non-nasal),0
tracheobronchial serous cell,Endothelial,None,0
tracheobronchial serous cell,Endothelial,SMG serous (bronchial),0
tracheobronchial serous cell,Endothelial,SMG serous (nasal),0
tracheobronchial serous cell,Endothelial,pre-TB secretory,0
tracheobronchial serous cell,Epithelial,AT0,0
tracheobronchial serous cell,Epithelial,Alveolar Mph CCL3+,0
tracheobronchial serous cell,Epithelial,Alveolar Mph MT-positive,0
tracheobronchial serous cell,Epithelial,Alveolar Mph proliferating,0
tracheobronchial serous cell,Epithelial,Club (nasal),0
tracheobronchial serous cell,Epithelial,Club (non-nasal),0
tracheobronchial serous cell,Epithelial,Goblet (bronchial),0
tracheobronchial serous cell,Epithelial,Goblet (nasal),0
tracheobronchial serous cell,Epithelial,Goblet (subsegmental),0
tracheobronchial serous cell,Epithelial,Interstitial Mph perivascular,0
tracheobronchial serous cell,Epithelial,Monocyte-derived Mph,0
tracheobronchial serous cell,Epithelial,Multiciliated (nasal),0
tracheobronchial serous cell,Epithelial,Multiciliated (non-nasal),0
tracheobronchial serous cell,Epithelial,None,0
tracheobronchial serous cell,Epithelial,SMG serous (bronchial),1417
tracheobronchial serous cell,Epithelial,SMG serous (nasal),0
tracheobronchial serous cell,Epithelial,pre-TB secretory,0
tracheobronchial serous cell,Immune,AT0,0
tracheobronchial serous cell,Immune,Alveolar Mph CCL3+,0
tracheobronchial serous cell,Immune,Alveolar Mph MT-positive,0
tracheobronchial serous cell,Immune,Alveolar Mph proliferating,0
tracheobronchial serous cell,Immune,Club (nasal),0
tracheobronchial serous cell,Immune,Club (non-nasal),0
tracheobronchial serous cell,Immune,Goblet (bronchial),0
tracheobronchial serous cell,Immune,Goblet (nasal),0
tracheobronchial serous cell,Immune,Goblet (subsegmental),0
tracheobronchial serous cell,Immune,Interstitial Mph perivascular,0
tracheobronchial serous cell,Immune,Monocyte-derived Mph,0
tracheobronchial serous cell,Immune,Multiciliated (nasal),0
tracheobronchial serous cell,Immune,Multiciliated (non-nasal),0
tracheobronchial serous cell,Immune,None,0
tracheobronchial serous cell,Immune,SMG serous (bronchial),0
tracheobronchial serous cell,Immune,SMG serous (nasal),0
tracheobronchial serous cell,Immune,pre-TB secretory,0
tracheobronchial serous cell,Stroma,AT0,0
tracheobronchial serous cell,Stroma,Alveolar Mph CCL3+,0
tracheobronchial serous cell,Stroma,Alveolar Mph MT-positive,0
tracheobronchial serous cell,Stroma,Alveolar Mph proliferating,0
tracheobronchial serous cell,Stroma,Club (nasal),0
tracheobronchial serous cell,Stroma,Club (non-nasal),0
tracheobronchial serous cell,Stroma,Goblet (bronchial),0
tracheobronchial serous cell,Stroma,Goblet (nasal),0
tracheobronchial serous cell,Stroma,Goblet (subsegmental),0
tracheobronchial serous cell,Stroma,Interstitial Mph perivascular,0
tracheobronchial serous cell,Stroma,Monocyte-derived Mph,0
tracheobronchial serous cell,Stroma,Multiciliated (nasal),0
tracheobronchial serous cell,Stroma,Multiciliated (non-nasal),0
tracheobronchial serous cell,Stroma,None,0
tracheobronchial serous cell,Stroma,SMG serous (bronchial),0
tracheobronchial serous cell,Stroma,SMG serous (nasal),0
tracheobronchial serous cell,Stroma,pre-TB secretory,0
tracheobronchial goblet cell,Endothelial,AT0,0
tracheobronchial goblet cell,Endothelial,Alveolar Mph CCL3+,0
tracheobronchial goblet cell,Endothelial,Alveolar Mph MT-positive,0
tracheobronchial goblet cell,Endothelial,Alveolar Mph proliferating,0
tracheobronchial goblet cell,Endothelial,Club (nasal),0
tracheobronchial goblet cell,Endothelial,Club (non-nasal),0
tracheobronchial goblet cell,Endothelial,Goblet (bronchial),0
tracheobronchial goblet cell,Endothelial,Goblet (nasal),0
tracheobronchial goblet cell,Endothelial,Goblet (subsegmental),0
tracheobronchial goblet cell,Endothelial,Interstitial Mph perivascular,0
tracheobronchial goblet cell,Endothelial,Monocyte-derived Mph,0
tracheobronchial goblet cell,Endothelial,Multiciliated (nasal),0
tracheobronchial goblet cell,Endothelial,Multiciliated (non-nasal),0
tracheobronchial goblet cell,Endothelial,None,0
tracheobronchial goblet cell,Endothelial,SMG serous (bronchial),0
tracheobronchial goblet cell,Endothelial,SMG serous (nasal),0
tracheobronchial goblet cell,Endothelial,pre-TB secretory,0
tracheobronchial goblet cell,Epithelial,AT0,0
tracheobronchial goblet cell,Epithelial,Alveolar Mph CCL3+,0
tracheobronchial goblet cell,Epithelial,Alveolar Mph MT-positive,0
tracheobronchial goblet cell,Epithelial,Alveolar Mph proliferating,0
tracheobronchial goblet cell,Epithelial,Club (nasal),0
tracheobronchial goblet cell,Epithelial,Club (non-nasal),0
tracheobronchial goblet cell,Epithelial,Goblet (bronchial),0
tracheobronchial goblet cell,Epithelial,Goblet (nasal),0
tracheobronchial goblet cell,Epithelial,Goblet (subsegmental),968
tracheobronchial goblet cell,Epithelial,Interstitial Mph perivascular,0
tracheobronchial goblet cell,Epithelial,Monocyte-derived Mph,0
tracheobronchial goblet cell,Epithelial,Multiciliated (nasal),0
tracheobronchial goblet cell,Epithelial,Multiciliated (non-nasal),0
tracheobronchial goblet cell,Epithelial,None,0
tracheobronchial goblet cell,Epithelial,SMG serous (bronchial),0
tracheobronchial goblet cell,Epithelial,SMG serous (nasal),0
tracheobronchial goblet cell,Epithelial,pre-TB secretory,0
tracheobronchial goblet cell,Immune,AT0,0
tracheobronchial goblet cell,Immune,Alveolar Mph CCL3+,0
tracheobronchial goblet cell,Immune,Alveolar Mph MT-positive,0
tracheobronchial goblet cell,Immune,Alveolar Mph proliferating,0
tracheobronchial goblet cell,Immune,Club (nasal),0
tracheobronchial goblet cell,Immune,Club (non-nasal),0
tracheobronchial goblet cell,Immune,Goblet (bronchial),0
tracheobronchial goblet cell,Immune,Goblet (nasal),0
tracheobronchial goblet cell,Immune,Goblet (subsegmental),0
tracheobronchial goblet cell,Immune,Interstitial Mph perivascular,0
tracheobronchial goblet cell,Immune,Monocyte-derived Mph,0
tracheobronchial goblet cell,Immune,Multiciliated (nasal),0
tracheobronchial goblet cell,Immune,Multiciliated (non-nasal),0
tracheobronchial goblet cell,Immune,None,0
tracheobronchial goblet cell,Immune,SMG serous (bronchial),0
tracheobronchial goblet cell,Immune,SMG serous (nasal),0
tracheobronchial goblet cell,Immune,pre-TB secretory,0
tracheobronchial goblet cell,Stroma,AT0,0
tracheobronchial goblet cell,Stroma,Alveolar Mph CCL3+,0
tracheobronchial goblet cell,Stroma,Alveolar Mph MT-positive,0
tracheobronchial goblet cell,Stroma,Alveolar Mph proliferating,0
tracheobronchial goblet cell,Stroma,Club (nasal),0
tracheobronchial goblet cell,Stroma,Club (non-nasal),0
tracheobronchial goblet cell,Stroma,Goblet (bronchial),0
tracheobronchial goblet cell,Stroma,Goblet (nasal),0
tracheobronchial goblet cell,Stroma,Goblet (subsegmental),0
tracheobronchial goblet cell,Stroma,Interstitial Mph perivascular,0
tracheobronchial goblet cell,Stroma,Monocyte-derived Mph,0
tracheobronchial goblet cell,Stroma,Multiciliated (nasal),0
tracheobronchial goblet cell,Stroma,Multiciliated (non-nasal),0
tracheobronchial goblet cell,Stroma,None,0
tracheobronchial goblet cell,Stroma,SMG serous (bronchial),0
tracheobronchial goblet cell,Stroma,SMG serous (nasal),0
tracheobronchial goblet cell,Stroma,pre-TB secretory,0
tracheobronchial smooth muscle cell,Endothelial,AT0,0
tracheobronchial smooth muscle cell,Endothelial,Alveolar Mph CCL3+,0
tracheobronchial smooth muscle cell,Endothelial,Alveolar Mph MT-positive,0
tracheobronchial smooth muscle cell,Endothelial,Alveolar Mph proliferating,0
tracheobronchial smooth muscle cell,Endothelial,Club (nasal),0
tracheobronchial smooth muscle cell,Endothelial,Club (non-nasal),0
tracheobronchial smooth muscle cell,Endothelial,Goblet (bronchial),0
tracheobronchial smooth muscle cell,Endothelial,Goblet (nasal),0
tracheobronchial smooth muscle cell,Endothelial,Goblet (subsegmental),0
tracheobronchial smooth muscle cell,Endothelial,Interstitial Mph perivascular,0
tracheobronchial smooth muscle cell,Endothelial,Monocyte-derived Mph,0
tracheobronchial smooth muscle cell,Endothelial,Multiciliated (nasal),0
tracheobronchial smooth muscle cell,Endothelial,Multiciliated (non-nasal),0
tracheobronchial smooth muscle cell,Endothelial,None,0
tracheobronchial smooth muscle cell,Endothelial,SMG serous (bronchial),0
tracheobronchial smooth muscle cell,Endothelial,SMG serous (nasal),0
tracheobronchial smooth muscle cell,Endothelial,pre-TB secretory,0
tracheobronchial smooth muscle cell,Epithelial,AT0,0
tracheobronchial smooth muscle cell,Epithelial,Alveolar Mph CCL3+,0
tracheobronchial smooth muscle cell,Epithelial,Alveolar Mph MT-positive,0
tracheobronchial smooth muscle cell,Epithelial,Alveolar Mph proliferating,0
tracheobronchial smooth muscle cell,Epithelial,Club (nasal),0
tracheobronchial smooth muscle cell,Epithelial,Club (non-nasal),0
tracheobronchial smooth muscle cell,Epithelial,Goblet (bronchial),0
tracheobronchial smooth muscle cell,Epithelial,Goblet (nasal),0
tracheobronchial smooth muscle cell,Epithelial,Goblet (subsegmental),0
tracheobronchial smooth muscle cell,Epithelial,Interstitial Mph perivascular,0
tracheobronchial smooth muscle cell,Epithelial,Monocyte-derived Mph,0
tracheobronchial smooth muscle cell,Epithelial,Multiciliated (nasal),0
tracheobronchial smooth muscle cell,Epithelial,Multiciliated (non-nasal),0
tracheobronchial smooth muscle cell,Epithelial,None,0
tracheobronchial smooth muscle cell,Epithelial,SMG serous (bronchial),0
tracheobronchial smooth muscle cell,Epithelial,SMG serous (nasal),0
tracheobronchial smooth muscle cell,Epithelial,pre-TB secretory,0
tracheobronchial smooth muscle cell,Immune,AT0,0
tracheobronchial smooth muscle cell,Immune,Alveolar Mph CCL3+,0
tracheobronchial smooth muscle cell,Immune,Alveolar Mph MT-positive,0
tracheobronchial smooth muscle cell,Immune,Alveolar Mph proliferating,0
tracheobronchial smooth muscle cell,Immune,Club (nasal),0
tracheobronchial smooth muscle cell,Immune,Club (non-nasal),0
tracheobronchial smooth muscle cell,Immune,Goblet (bronchial),0
tracheobronchial smooth muscle cell,Immune,Goblet (nasal),0
tracheobronchial smooth muscle cell,Immune,Goblet (subsegmental),0
tracheobronchial smooth muscle cell,Immune,Interstitial Mph perivascular,0
tracheobronchial smooth muscle cell,Immune,Monocyte-derived Mph,0
tracheobronchial smooth muscle cell,Immune,Multiciliated (nasal),0
tracheobronchial smooth muscle cell,Immune,Multiciliated (non-nasal),0
tracheobronchial smooth muscle cell,Immune,None,0
tracheobronchial smooth muscle cell,Immune,SMG serous (bronchial),0
tracheobronchial smooth muscle cell,Immune,SMG serous (nasal),0
tracheobronchial smooth muscle cell,Immune,pre-TB secretory,0
tracheobronchial smooth muscle cell,Stroma,AT0,0
tracheobronchial smooth muscle cell,Stroma,Alveolar Mph CCL3+,0
tracheobronchial smooth muscle cell,Stroma,Alveolar Mph MT-positive,0
tracheobronchial smooth muscle cell,Stroma,Alveolar Mph proliferating,0
tracheobronchial smooth muscle cell,Stroma,Club (nasal),0
tracheobronchial smooth muscle cell,Stroma,Club (non-nasal),0
tracheobronchial smooth muscle cell,Stroma,Goblet (bronchial),0
tracheobronchial smooth muscle cell,Stroma,Goblet (nasal),0
tracheobronchial smooth muscle cell,Stroma,Goblet (subsegmental),0
tracheobronchial smooth muscle cell,Stroma,Interstitial Mph perivascular,0
tracheobronchial smooth muscle cell,Stroma,Monocyte-derived Mph,0
tracheobronchial smooth muscle cell,Stroma,Multiciliated (nasal),0
tracheobronchial smooth muscle cell,Stroma,Multiciliated (non-nasal),0
tracheobronchial smooth muscle cell,Stroma,None,2996
tracheobronchial smooth muscle cell,Stroma,SMG serous (bronchial),0
tracheobronchial smooth muscle cell,Stroma,SMG serous (nasal),0
tracheobronchial smooth muscle cell,Stroma,pre-TB secretory,0
lung neuroendocrine cell,Endothelial,AT0,0
lung neuroendocrine cell,Endothelial,Alveolar Mph CCL3+,0
lung neuroendocrine cell,Endothelial,Alveolar Mph MT-positive,0
lung neuroendocrine cell,Endothelial,Alveolar Mph proliferating,0
lung neuroendocrine cell,Endothelial,Club (nasal),0
lung neuroendocrine cell,Endothelial,Club (non-nasal),0
lung neuroendocrine cell,Endothelial,Goblet (bronchial),0
lung neuroendocrine cell,Endothelial,Goblet (nasal),0
lung neuroendocrine cell,Endothelial,Goblet (subsegmental),0
lung neuroendocrine cell,Endothelial,Interstitial Mph perivascular,0
lung neuroendocrine cell,Endothelial,Monocyte-derived Mph,0
lung neuroendocrine cell,Endothelial,Multiciliated (nasal),0
lung neuroendocrine cell,Endothelial,Multiciliated (non-nasal),0
lung neuroendocrine cell,Endothelial,None,0
lung neuroendocrine cell,Endothelial,SMG serous (bronchial),0
lung neuroendocrine cell,Endothelial,SMG serous (nasal),0
lung neuroendocrine cell,Endothelial,pre-TB secretory,0
lung neuroendocrine cell,Epithelial,AT0,0
lung neuroendocrine cell,Epithelial,Alveolar Mph CCL3+,0
lung neuroendocrine cell,Epithelial,Alveolar Mph MT-positive,0
lung neuroendocrine cell,Epithelial,Alveolar Mph proliferating,0
lung neuroendocrine cell,Epithelial,Club (nasal),0
lung neuroendocrine cell,Epithelial,Club (non-nasal),0
lung neuroendocrine cell,Epithelial,Goblet (bronchial),0
lung neuroendocrine cell,Epithelial,Goblet (nasal),0
lung neuroendocrine cell,Epithelial,Goblet (subsegmental),0
lung neuroendocrine cell,Epithelial,Interstitial Mph perivascular,0
lung neuroendocrine cell,Epithelial,Monocyte-derived Mph,0
lung neuroendocrine cell,Epithelial,Multiciliated (nasal),0
lung neuroendocrine cell,Epithelial,Multiciliated (non-nasal),0
lung neuroendocrine cell,Epithelial,None,159
lung neuroendocrine cell,Epithelial,SMG serous (bronchial),0
lung neuroendocrine cell,Epithelial,SMG serous (nasal),0
lung neuroendocrine cell,Epithelial,pre-TB secretory,0
lung neuroendocrine cell,Immune,AT0,0
lung neuroendocrine cell,Immune,Alveolar Mph CCL3+,0
lung neuroendocrine cell,Immune,Alveolar Mph MT-positive,0
lung neuroendocrine cell,Immune,Alveolar Mph proliferating,0
lung neuroendocrine cell,Immune,Club (nasal),0
lung neuroendocrine cell,Immune,Club (non-nasal),0
lung neuroendocrine cell,Immune,Goblet (bronchial),0
lung neuroendocrine cell,Immune,Goblet (nasal),0
lung neuroendocrine cell,Immune,Goblet (subsegmental),0
lung neuroendocrine cell,Immune,Interstitial Mph perivascular,0
lung neuroendocrine cell,Immune,Monocyte-derived Mph,0
lung neuroendocrine cell,Immune,Multiciliated (nasal),0
lung neuroendocrine cell,Immune,Multiciliated (non-nasal),0
lung neuroendocrine cell,Immune,None,0
lung neuroendocrine cell,Immune,SMG serous (bronchial),0
lung neuroendocrine cell,Immune,SMG serous (nasal),0
lung neuroendocrine cell,Immune,pre-TB secretory,0
lung neuroendocrine cell,Stroma,AT0,0
lung neuroendocrine cell,Stroma,Alveolar Mph CCL3+,0
lung neuroendocrine cell,Stroma,Alveolar Mph MT-positive,0
lung neuroendocrine cell,Stroma,Alveolar Mph proliferating,0
lung neuroendocrine cell,Stroma,Club (nasal),0
lung neuroendocrine cell,Stroma,Club (non-nasal),0
lung neuroendocrine cell,Stroma,Goblet (bronchial),0
lung neuroendocrine cell,Stroma,Goblet (nasal),0
lung neuroendocrine cell,Stroma,Goblet (subsegmental),0
lung neuroendocrine cell,Stroma,Interstitial Mph perivascular,0
lung neuroendocrine cell,Stroma,Monocyte-derived Mph,0
lung neuroendocrine cell,Stroma,Multiciliated (nasal),0
lung neuroendocrine cell,Stroma,Multiciliated (non-nasal),0
lung neuroendocrine cell,Stroma,None,0
lung neuroendocrine cell,Stroma,SMG serous (bronchial),0
lung neuroendocrine cell,Stroma,SMG serous (nasal),0
lung neuroendocrine cell,Stroma,pre-TB secretory,0
bronchial goblet cell,Endothelial,AT0,0
bronchial goblet cell,Endothelial,Alveolar Mph CCL3+,0
bronchial goblet cell,Endothelial,Alveolar Mph MT-positive,0
bronchial goblet cell,Endothelial,Alveolar Mph proliferating,0
bronchial goblet cell,Endothelial,Club (nasal),0
bronchial goblet cell,Endothelial,Club (non-nasal),0
bronchial goblet cell,Endothelial,Goblet (bronchial),0
bronchial goblet cell,Endothelial,Goblet (nasal),0
bronchial goblet cell,Endothelial,Goblet (subsegmental),0
bronchial goblet cell,Endothelial,Interstitial Mph perivascular,0
bronchial goblet cell,Endothelial,Monocyte-derived Mph,0
bronchial goblet cell,Endothelial,Multiciliated (nasal),0
bronchial goblet cell,Endothelial,Multiciliated (non-nasal),0
bronchial goblet cell,Endothelial,None,0
bronchial goblet cell,Endothelial,SMG serous (bronchial),0
bronchial goblet cell,Endothelial,SMG serous (nasal),0
bronchial goblet cell,Endothelial,pre-TB secretory,0
bronchial goblet cell,Epithelial,AT0,0
bronchial goblet cell,Epithelial,Alveolar Mph CCL3+,0
bronchial goblet cell,Epithelial,Alveolar Mph MT-positive,0
bronchial goblet cell,Epithelial,Alveolar Mph proliferating,0
bronchial goblet cell,Epithelial,Club (nasal),0
bronchial goblet cell,Epithelial,Club (non-nasal),0
bronchial goblet cell,Epithelial,Goblet (bronchial),1670
bronchial goblet cell,Epithelial,Goblet (nasal),0
bronchial goblet cell,Epithelial,Goblet (subsegmental),0
bronchial goblet cell,Epithelial,Interstitial Mph perivascular,0
bronchial goblet cell,Epithelial,Monocyte-derived Mph,0
bronchial goblet cell,Epithelial,Multiciliated (nasal),0
bronchial goblet cell,Epithelial,Multiciliated (non-nasal),0
bronchial goblet cell,Epithelial,None,0
bronchial goblet cell,Epithelial,SMG serous (bronchial),0
bronchial goblet cell,Epithelial,SMG serous (nasal),0
bronchial goblet cell,Epithelial,pre-TB secretory,0
bronchial goblet cell,Immune,AT0,0
bronchial goblet cell,Immune,Alveolar Mph CCL3+,0
bronchial goblet cell,Immune,Alveolar Mph MT-positive,0
bronchial goblet cell,Immune,Alveolar Mph proliferating,0
bronchial goblet cell,Immune,Club (nasal),0
bronchial goblet cell,Immune,Club (non-nasal),0
bronchial goblet cell,Immune,Goblet (bronchial),0
bronchial goblet cell,Immune,Goblet (nasal),0
bronchial goblet cell,Immune,Goblet (subsegmental),0
bronchial goblet cell,Immune,Interstitial Mph perivascular,0
bronchial goblet cell,Immune,Monocyte-derived Mph,0
bronchial goblet cell,Immune,Multiciliated (nasal),0
bronchial goblet cell,Immune,Multiciliated (non-nasal),0
bronchial goblet cell,Immune,None,0
bronchial goblet cell,Immune,SMG serous (bronchial),0
bronchial goblet cell,Immune,SMG serous (nasal),0
bronchial goblet cell,Immune,pre-TB secretory,0
bronchial goblet cell,Stroma,AT0,0
bronchial goblet cell,Stroma,Alveolar Mph CCL3+,0
bronchial goblet cell,Stroma,Alveolar Mph MT-positive,0
bronchial goblet cell,Stroma,Alveolar Mph proliferating,0
bronchial goblet cell,Stroma,Club (nasal),0
bronchial goblet cell,Stroma,Club (non-nasal),0
bronchial goblet cell,Stroma,Goblet (bronchial),0
bronchial goblet cell,Stroma,Goblet (nasal),0
bronchial goblet cell,Stroma,Goblet (subsegmental),0
bronchial goblet cell,Stroma,Interstitial Mph perivascular,0
bronchial goblet cell,Stroma,Monocyte-derived Mph,0
bronchial goblet cell,Stroma,Multiciliated (nasal),0
bronchial goblet cell,Stroma,Multiciliated (non-nasal),0
bronchial goblet cell,Stroma,None,0
bronchial goblet cell,Stroma,SMG serous (bronchial),0
bronchial goblet cell,Stroma,SMG serous (nasal),0
bronchial goblet cell,Stroma,pre-TB secretory,0
pulmonary artery endothelial cell,Endothelial,AT0,0
pulmonary artery endothelial cell,Endothelial,Alveolar Mph CCL3+,0
pulmonary artery endothelial cell,Endothelial,Alveolar Mph MT-positive,0
pulmonary artery endothelial cell,Endothelial,Alveolar Mph proliferating,0
pulmonary artery endothelial cell,Endothelial,Club (nasal),0
pulmonary artery endothelial cell,Endothelial,Club (non-nasal),0
pulmonary artery endothelial cell,Endothelial,Goblet (bronchial),0
pulmonary artery endothelial cell,Endothelial,Goblet (nasal),0
pulmonary artery endothelial cell,Endothelial,Goblet (subsegmental),0
pulmonary artery endothelial cell,Endothelial,Interstitial Mph perivascular,0
pulmonary artery endothelial cell,Endothelial,Monocyte-derived Mph,0
pulmonary artery endothelial cell,Endothelial,Multiciliated (nasal),0
pulmonary artery endothelial cell,Endothelial,Multiciliated (non-nasal),0
pulmonary artery endothelial cell,Endothelial,None,7391
pulmonary artery endothelial cell,Endothelial,SMG serous (bronchial),0
pulmonary artery endothelial cell,Endothelial,SMG serous (nasal),0
pulmonary artery endothelial cell,Endothelial,pre-TB secretory,0
pulmonary artery endothelial cell,Epithelial,AT0,0
pulmonary artery endothelial cell,Epithelial,Alveolar Mph CCL3+,0
pulmonary artery endothelial cell,Epithelial,Alveolar Mph MT-positive,0
pulmonary artery endothelial cell,Epithelial,Alveolar Mph proliferating,0
pulmonary artery endothelial cell,Epithelial,Club (nasal),0
pulmonary artery endothelial cell,Epithelial,Club (non-nasal),0
pulmonary artery endothelial cell,Epithelial,Goblet (bronchial),0
pulmonary artery endothelial cell,Epithelial,Goblet (nasal),0
pulmonary artery endothelial cell,Epithelial,Goblet (subsegmental),0
pulmonary artery endothelial cell,Epithelial,Interstitial Mph perivascular,0
pulmonary artery endothelial cell,Epithelial,Monocyte-derived Mph,0
pulmonary artery endothelial cell,Epithelial,Multiciliated (nasal),0
pulmonary artery endothelial cell,Epithelial,Multiciliated (non-nasal),0
pulmonary artery endothelial cell,Epithelial,None,0
pulmonary artery endothelial cell,Epithelial,SMG serous (bronchial),0
pulmonary artery endothelial cell,Epithelial,SMG serous (nasal),0
pulmonary artery endothelial cell,Epithelial,pre-TB secretory,0
pulmonary artery endothelial cell,Immune,AT0,0
pulmonary artery endothelial cell,Immune,Alveolar Mph CCL3+,0
pulmonary artery endothelial cell,Immune,Alveolar Mph MT-positive,0
pulmonary artery endothelial cell,Immune,Alveolar Mph proliferating,0
pulmonary artery endothelial cell,Immune,Club (nasal),0
pulmonary artery endothelial cell,Immune,Club (non-nasal),0
pulmonary artery endothelial cell,Immune,Goblet (bronchial),0
pulmonary artery endothelial cell,Immune,Goblet (nasal),0
pulmonary artery endothelial cell,Immune,Goblet (subsegmental),0
pulmonary artery endothelial cell,Immune,Interstitial Mph perivascular,0
pulmonary artery endothelial cell,Immune,Monocyte-derived Mph,0
pulmonary artery endothelial cell,Immune,Multiciliated (nasal),0
pulmonary artery endothelial cell,Immune,Multiciliated (non-nasal),0
pulmonary artery endothelial cell,Immune,None,0
pulmonary artery endothelial cell,Immune,SMG serous (bronchial),0
pulmonary artery endothelial cell,Immune,SMG serous (nasal),0
pulmonary artery endothelial cell,Immune,pre-TB secretory,0
pulmonary artery endothelial cell,Stroma,AT0,0
pulmonary artery endothelial cell,Stroma,Alveolar Mph CCL3+,0
pulmonary artery endothelial cell,Stroma,Alveolar Mph MT-positive,0
pulmonary artery endothelial cell,Stroma,Alveolar Mph proliferating,0
pulmonary artery endothelial cell,Stroma,Club (nasal),0
pulmonary artery endothelial cell,Stroma,Club (non-nasal),0
pulmonary artery endothelial cell,Stroma,Goblet (bronchial),0
pulmonary artery endothelial cell,Stroma,Goblet (nasal),0
pulmonary artery endothelial cell,Stroma,Goblet (subsegmental),0
pulmonary artery endothelial cell,Stroma,Interstitial Mph perivascular,0
pulmonary artery endothelial cell,Stroma,Monocyte-derived Mph,0
pulmonary artery endothelial cell,Stroma,Multiciliated (nasal),0
pulmonary artery endothelial cell,Stroma,Multiciliated (non-nasal),0
pulmonary artery endothelial cell,Stroma,None,0
pulmonary artery endothelial cell,Stroma,SMG serous (bronchial),0
pulmonary artery endothelial cell,Stroma,SMG serous (nasal),0
pulmonary artery endothelial cell,Stroma,pre-TB secretory,0
lung macrophage,Endothelial,AT0,0
lung macrophage,Endothelial,Alveolar Mph CCL3+,0
lung macrophage,Endothelial,Alveolar Mph MT-positive,0
lung macrophage,Endothelial,Alveolar Mph proliferating,0
lung macrophage,Endothelial,Club (nasal),0
lung macrophage,Endothelial,Club (non-nasal),0
lung macrophage,Endothelial,Goblet (bronchial),0
lung macrophage,Endothelial,Goblet (nasal),0
lung macrophage,Endothelial,Goblet (subsegmental),0
lung macrophage,Endothelial,Interstitial Mph perivascular,0
lung macrophage,Endothelial,Monocyte-derived Mph,0
lung macrophage,Endothelial,Multiciliated (nasal),0
lung macrophage,Endothelial,Multiciliated (non-nasal),0
lung macrophage,Endothelial,None,0
lung macrophage,Endothelial,SMG serous (bronchial),0
lung macrophage,Endothelial,SMG serous (nasal),0
lung macrophage,Endothelial,pre-TB secretory,0
lung macrophage,Epithelial,AT0,0
lung macrophage,Epithelial,Alveolar Mph CCL3+,0
lung macrophage,Epithelial,Alveolar Mph MT-positive,0
lung macrophage,Epithelial,Alveolar Mph proliferating,0
lung macrophage,Epithelial,Club (nasal),0
lung macrophage,Epithelial,Club (non-nasal),0
lung macrophage,Epithelial,Goblet (bronchial),0
lung macrophage,Epithelial,Goblet (nasal),0
lung macrophage,Epithelial,Goblet (subsegmental),0
lung macrophage,Epithelial,Interstitial Mph perivascular,0
lung macrophage,Epithelial,Monocyte-derived Mph,0
lung macrophage,Epithelial,Multiciliated (nasal),0
lung macrophage,Epithelial,Multiciliated (non-nasal),0
lung macrophage,Epithelial,None,0
lung macrophage,Epithelial,SMG serous (bronchial),0
lung macrophage,Epithelial,SMG serous (nasal),0
lung macrophage,Epithelial,pre-TB secretory,0
lung macrophage,Immune,AT0,0
lung macrophage,Immune,Alveolar Mph CCL3+,0
lung macrophage,Immune,Alveolar Mph MT-positive,0
lung macrophage,Immune,Alveolar Mph proliferating,0
lung macrophage,Immune,Club (nasal),0
